"emp_no","first_name","last_name","dept_no","title","from_date","to_date"
58141,"Bezalel","Karner","d002","Staff","1994-09-27","9999-01-01"
58147,"Shigenori","Sullins","d001","Senior Staff","1988-02-24","9999-01-01"
58384,"Mariusz","Vural","d005","Engineer","1993-11-14","9999-01-01"
58384,"Mariusz","Vural","d005","Senior Engineer","1993-11-14","9999-01-01"
58454,"Ziya","Zambonelli","d004","Engineer","1999-06-29","9999-01-01"
58497,"Yechiam","Cairo","d001","Senior Staff","2000-10-21","9999-01-01"
58819,"Gennady","Liesche","d007","Senior Staff","1987-12-02","9999-01-01"
58990,"Palash","Trelles","d005","Engineer","1998-11-18","9999-01-01"
59195,"Ronnie","Pollock","d005","Technique Leader","1990-06-19","9999-01-01"
59640,"Zita","Hiltgen","d002","Staff","1999-01-26","9999-01-01"
59869,"Zsolt","Riefers","d001","Senior Staff","1987-09-25","9999-01-01"
59869,"Zsolt","Riefers","d001","Staff","1987-09-25","9999-01-01"
59966,"Steen","Salvesen","d004","Technique Leader","1993-02-03","9999-01-01"
60000,"Heekeun","Emmart","d005","Assistant Engineer","1995-09-23","9999-01-01"
60000,"Heekeun","Emmart","d005","Engineer","1995-09-23","9999-01-01"
60091,"Surveyors","Bade","d009","Senior Staff","1990-04-11","9999-01-01"
60091,"Surveyors","Bade","d009","Staff","1990-04-11","9999-01-01"
60238,"Erzsebet","Claffy","d001","Staff","1999-02-19","9999-01-01"
60559,"Jeanna","Stemann","d004","Engineer","1988-08-29","9999-01-01"
60559,"Jeanna","Stemann","d004","Senior Engineer","1988-08-29","9999-01-01"
60821,"Moty","Mersereau","d003","Senior Staff","1991-09-03","9999-01-01"
60821,"Moty","Mersereau","d003","Staff","1991-09-03","9999-01-01"
60845,"Bedir","Siegrist","d004","Engineer","1997-05-13","9999-01-01"
60875,"Rildo","Masaki","d006","Engineer","1990-01-14","9999-01-01"
60875,"Rildo","Masaki","d006","Senior Engineer","1990-01-14","9999-01-01"
60959,"Tetsushi","Sridhar","d001","Senior Staff","1989-10-19","9999-01-01"
60959,"Tetsushi","Sridhar","d001","Staff","1989-10-19","9999-01-01"
61147,"Leszek","Werthner","d001","Staff","1999-03-03","9999-01-01"
61253,"Cheong","Uhrik","d008","Engineer","2002-05-09","9999-01-01"
61253,"Cheong","Uhrik","d008","Senior Engineer","2002-05-09","9999-01-01"
61377,"Dannz","Ohori","d004","Senior Staff","1997-04-13","9999-01-01"
61377,"Dannz","Ohori","d004","Staff","1997-04-13","9999-01-01"
61541,"Kasidit","Papsdorf","d005","Engineer","1993-08-17","9999-01-01"
61541,"Kasidit","Papsdorf","d005","Senior Engineer","1993-08-17","9999-01-01"
61873,"Woody","Rusmann","d006","Assistant Engineer","1993-02-26","9999-01-01"
61873,"Woody","Rusmann","d006","Engineer","1993-02-26","9999-01-01"
62033,"Heeju","Cappelli","d004","Engineer","1987-01-15","9999-01-01"
62033,"Heeju","Cappelli","d004","Senior Engineer","1987-01-15","9999-01-01"
62046,"Karlis","Nanard","d004","Engineer","1992-09-19","9999-01-01"
62046,"Karlis","Nanard","d004","Senior Engineer","1992-09-19","9999-01-01"
62245,"Adel","Bressoud","d005","Engineer","1995-08-30","9999-01-01"
63294,"Tetsushi","Tanemo","d004","Engineer","1997-03-01","9999-01-01"
63294,"Tetsushi","Tanemo","d004","Senior Engineer","1997-03-01","9999-01-01"
63419,"Hiroyasu","Seuren","d004","Senior Engineer","1989-03-05","9999-01-01"
63441,"Hinrich","Scallan","d003","Staff","1999-04-04","9999-01-01"
63566,"Heekeun","Slaats","d007","Senior Staff","1999-01-12","9999-01-01"
63631,"Falguni","Cherinka","d009","Senior Engineer","1987-10-15","9999-01-01"
63706,"Sedat","Itzigehl","d005","Engineer","1997-07-31","9999-01-01"
64023,"Laurentiu","Benzmuller","d005","Senior Engineer","1999-11-08","9999-01-01"
64209,"Golgen","Schoegge","d009","Senior Staff","1988-02-26","9999-01-01"
64487,"Tsutomu","Rebaine","d006","Engineer","1986-09-17","9999-01-01"
64487,"Tsutomu","Rebaine","d006","Senior Engineer","1986-09-17","9999-01-01"
64532,"Atilio","Segond","d004","Engineer","1990-11-29","9999-01-01"
64532,"Atilio","Segond","d004","Senior Engineer","1990-11-29","9999-01-01"
64632,"Zsolt","Brender","d007","Senior Staff","1996-02-21","9999-01-01"
64790,"Shin","Piveteau","d005","Engineer","1985-04-19","9999-01-01"
64790,"Shin","Piveteau","d005","Senior Engineer","1985-04-19","9999-01-01"
64828,"Krister","Pappas","d007","Staff","1999-09-30","9999-01-01"
64984,"Eldridge","Eldridge","d006","Engineer","1994-08-04","9999-01-01"
64984,"Eldridge","Eldridge","d006","Senior Engineer","1994-08-04","9999-01-01"
65171,"Jeane","Tasistro","d004","Technique Leader","1994-07-06","9999-01-01"
65539,"Aksel","Picaronny","d005","Engineer","1991-01-27","9999-01-01"
65539,"Aksel","Picaronny","d005","Senior Engineer","1991-01-27","9999-01-01"
65883,"Patricia","Pepe","d007","Senior Staff","1991-04-19","9999-01-01"
65883,"Patricia","Pepe","d007","Staff","1991-04-19","9999-01-01"
65998,"Mandell","Alameldin","d007","Senior Staff","1989-04-08","9999-01-01"
65998,"Mandell","Alameldin","d007","Staff","1989-04-08","9999-01-01"
66382,"Domenico","Candan","d004","Engineer","1997-07-13","9999-01-01"
66530,"Dung","Leaver","d008","Staff","1998-04-04","9999-01-01"
66643,"Jianhao","Tomescu","d004","Engineer","1996-08-26","9999-01-01"
66702,"Deniz","Thibadeau","d005","Engineer","1994-09-27","9999-01-01"
66702,"Deniz","Thibadeau","d005","Senior Engineer","1994-09-27","9999-01-01"
66757,"Yonghong","Baig","d001","Staff","1999-04-10","9999-01-01"
66807,"Aiman","Rosaz","d005","Engineer","1990-05-22","9999-01-01"
66807,"Aiman","Rosaz","d005","Senior Engineer","1990-05-22","9999-01-01"
67320,"Sadok","Lorys","d001","Senior Staff","1987-05-10","9999-01-01"
67548,"Fumitaka","Roohalamini","d003","Staff","1998-06-27","9999-01-01"
67934,"Aiman","Gargeya","d004","Engineer","1985-03-07","9999-01-01"
67934,"Aiman","Gargeya","d004","Senior Engineer","1985-03-07","9999-01-01"
68416,"Munenori","Debuse","d004","Senior Engineer","1990-11-08","9999-01-01"
68608,"Yucai","Seghrouchni","d004","Engineer","1989-06-09","9999-01-01"
68608,"Yucai","Seghrouchni","d004","Senior Engineer","1989-06-09","9999-01-01"
68633,"Chinhyun","Rassart","d004","Senior Engineer","1993-07-29","9999-01-01"
68648,"Jaques","DiGiano","d005","Technique Leader","1992-04-01","9999-01-01"
69052,"Shietung","Shrader","d007","Senior Staff","1995-08-05","9999-01-01"
69219,"Shuky","Redmiles","d001","Senior Staff","1994-11-19","9999-01-01"
69867,"Miyeon","Rothe","d007","Senior Staff","1991-04-09","9999-01-01"
69867,"Miyeon","Rothe","d007","Staff","1991-04-09","9999-01-01"
69878,"Chinya","Cooke","d005","Engineer","1997-01-29","9999-01-01"
69936,"Lalit","Unni","d004","Assistant Engineer","1999-01-31","9999-01-01"
70469,"Tru","Miyakawa","d001","Senior Staff","1990-09-03","9999-01-01"
70469,"Tru","Miyakawa","d001","Staff","1990-09-03","9999-01-01"
70990,"Arumugam","Nitta","d004","Senior Engineer","1990-03-23","9999-01-01"
71066,"Domenick","Basart","d007","Senior Staff","1996-01-05","9999-01-01"
71066,"Domenick","Basart","d007","Staff","1996-01-05","9999-01-01"
71141,"Sajjad","Vitiello","d003","Senior Staff","1992-02-17","9999-01-01"
71141,"Sajjad","Vitiello","d003","Staff","1992-02-17","9999-01-01"
71188,"Pranjal","Schapiro","d007","Senior Staff","1986-12-14","9999-01-01"
71188,"Pranjal","Schapiro","d007","Staff","1986-12-14","9999-01-01"
71243,"Kinh","Buchter","d004","Engineer","1986-03-29","9999-01-01"
71243,"Kinh","Buchter","d004","Senior Engineer","1986-03-29","9999-01-01"
71334,"Cathie","Peck","d008","Engineer","2001-03-04","9999-01-01"
71334,"Cathie","Peck","d008","Senior Engineer","2001-03-04","9999-01-01"
71685,"Kristinn","Olano","d004","Senior Engineer","1989-10-03","9999-01-01"
71710,"Hitomi","Takanami","d005","Assistant Engineer","1997-12-15","9999-01-01"
71745,"Adil","Laventhal","d005","Assistant Engineer","1992-05-13","9999-01-01"
71745,"Adil","Laventhal","d005","Engineer","1992-05-13","9999-01-01"
72190,"Sajjad","Waeselynck","d005","Engineer","1999-09-13","9999-01-01"
72194,"Feiyu","Siepmann","d004","Senior Engineer","1998-10-01","9999-01-01"
72232,"Naraig","Veldwijk","d006","Engineer","1989-07-10","9999-01-01"
72232,"Naraig","Veldwijk","d006","Senior Engineer","1989-07-10","9999-01-01"
72640,"Honglan","Hutton","d006","Engineer","1993-10-04","9999-01-01"
72640,"Honglan","Hutton","d006","Senior Engineer","1993-10-04","9999-01-01"
72918,"Takahira","Szilard","d007","Senior Staff","1988-01-16","9999-01-01"
72918,"Takahira","Szilard","d007","Staff","1988-01-16","9999-01-01"
73076,"Froduald","Feldhoffer","d005","Senior Engineer","1993-03-16","9999-01-01"
73233,"Shigeo","Merey","d004","Senior Engineer","1985-07-30","9999-01-01"
73516,"Qingxiang","Badache","d004","Engineer","1989-06-25","9999-01-01"
73516,"Qingxiang","Badache","d004","Senior Engineer","1989-06-25","9999-01-01"
73743,"Anneke","Bernardeschi","d009","Engineer","2000-10-15","9999-01-01"
74200,"Holgard","Weiland","d004","Senior Engineer","1991-09-24","9999-01-01"
74344,"Hiroyasu","Provine","d005","Engineer","1994-11-25","9999-01-01"
74668,"Masako","Bonifati","d007","Senior Staff","1987-04-09","9999-01-01"
74800,"Yuuichi","Conde","d004","Assistant Engineer","1989-03-08","9999-01-01"
74800,"Yuuichi","Conde","d004","Engineer","1989-03-08","9999-01-01"
74800,"Yuuichi","Conde","d004","Senior Engineer","1989-03-08","9999-01-01"
75354,"Shuky","Jakobus","d005","Engineer","1986-06-16","9999-01-01"
75354,"Shuky","Jakobus","d005","Senior Engineer","1986-06-16","9999-01-01"
75703,"Kyoichi","Erman","d005","Engineer","1996-07-25","9999-01-01"
75703,"Kyoichi","Erman","d005","Senior Engineer","1996-07-25","9999-01-01"
76189,"Kolar","Hinsberger","d004","Engineer","1986-10-20","9999-01-01"
76189,"Kolar","Hinsberger","d004","Senior Engineer","1986-10-20","9999-01-01"
76201,"Arif","Preusig","d005","Senior Engineer","1992-04-02","9999-01-01"
76640,"Tristan","Mitsuhashi","d006","Engineer","1994-07-13","9999-01-01"
76640,"Tristan","Mitsuhashi","d006","Senior Engineer","1994-07-13","9999-01-01"
77030,"Faiza","Garnham","d005","Technique Leader","1986-03-02","9999-01-01"
77303,"Xinglin","Birge","d009","Senior Staff","1992-03-05","9999-01-01"
77303,"Xinglin","Birge","d009","Staff","1992-03-05","9999-01-01"
77647,"Niranjan","Schaaf","d004","Technique Leader","1989-11-05","9999-01-01"
77815,"Ronghao","Picaronny","d005","Assistant Engineer","1993-06-09","9999-01-01"
77815,"Ronghao","Picaronny","d005","Engineer","1993-06-09","9999-01-01"
78106,"Ashish","Ratnaker","d001","Senior Staff","2000-01-17","9999-01-01"
78363,"Susumu","Fritzsche","d006","Engineer","1998-06-23","9999-01-01"
78469,"Leucio","Cappelli","d003","Staff","1997-08-22","9999-01-01"
78871,"Conor","Ghandeharizadeh","d005","Senior Engineer","1985-05-25","9999-01-01"
79043,"Katsuo","Hockney","d004","Technique Leader","1999-11-07","9999-01-01"
79171,"Guiseppe","Ellozy","d004","Senior Engineer","1991-01-12","9999-01-01"
79310,"Jeong","Cunliffe","d001","Senior Staff","1996-10-27","9999-01-01"
79606,"Arnd","Peir","d005","Senior Engineer","1986-12-11","9999-01-01"
79763,"Sanjoy","Barreiro","d001","Senior Staff","1988-04-09","9999-01-01"
79763,"Sanjoy","Barreiro","d001","Staff","1988-04-09","9999-01-01"
79895,"Fei","Murtagh","d007","Senior Staff","1986-01-19","9999-01-01"
80067,"Kazuhisa","Weiland","d009","Senior Staff","1985-11-09","9999-01-01"
80067,"Kazuhisa","Weiland","d009","Staff","1985-11-09","9999-01-01"
80203,"Shakhar","Baik","d007","Staff","1993-12-01","9999-01-01"
80432,"Stella","Figueira","d008","Senior Staff","1990-03-14","9999-01-01"
80432,"Stella","Figueira","d008","Staff","1990-03-14","9999-01-01"
80731,"Shaowen","Eldridge","d007","Senior Staff","1987-12-05","9999-01-01"
80731,"Shaowen","Eldridge","d007","Staff","1987-12-05","9999-01-01"
80850,"Koldo","Luit","d004","Engineer","1995-04-16","9999-01-01"
80850,"Koldo","Luit","d004","Senior Engineer","1995-04-16","9999-01-01"
80889,"Shigeo","Linnainmaa","d005","Senior Engineer","1985-07-30","9999-01-01"
80948,"Harjit","Bardell","d005","Engineer","1991-05-24","9999-01-01"
80948,"Harjit","Bardell","d005","Senior Engineer","1991-05-24","9999-01-01"
81105,"Jaewon","Boissier","d005","Engineer","1992-05-24","9999-01-01"
81105,"Jaewon","Boissier","d005","Senior Engineer","1992-05-24","9999-01-01"
81545,"Larisa","Kornyak","d005","Technique Leader","2000-02-07","9999-01-01"
81644,"Divine","Ghandeharizadeh","d007","Staff","1997-11-28","9999-01-01"
81995,"Sreekrishna","Brender","d005","Engineer","1990-03-22","9999-01-01"
81995,"Sreekrishna","Brender","d005","Senior Engineer","1990-03-22","9999-01-01"
82069,"Yechezkel","Perfilyeva","d004","Engineer","1994-11-03","9999-01-01"
82069,"Yechezkel","Perfilyeva","d004","Senior Engineer","1994-11-03","9999-01-01"
82098,"Poornachandra","Wilharm","d004","Engineer","1991-04-20","9999-01-01"
82098,"Poornachandra","Wilharm","d004","Senior Engineer","1991-04-20","9999-01-01"
82351,"Stevo","Thambidurai","d003","Senior Staff","1989-10-27","9999-01-01"
82511,"Uwe","Koblick","d005","Engineer","1998-04-04","9999-01-01"
82919,"Shigeu","Claffy","d005","Engineer","1998-12-19","9999-01-01"
82928,"Alselm","Rikino","d005","Engineer","1990-11-16","9999-01-01"
82928,"Alselm","Rikino","d005","Senior Engineer","1990-11-16","9999-01-01"
83280,"Francesca","Ellozy","d004","Senior Engineer","1999-08-08","9999-01-01"
83289,"Shigeichiro","Engelmann","d005","Engineer","1994-01-09","9999-01-01"
83289,"Shigeichiro","Engelmann","d005","Senior Engineer","1994-01-09","9999-01-01"
83509,"Breannda","Collavizza","d005","Engineer","1989-10-12","9999-01-01"
83509,"Breannda","Collavizza","d005","Senior Engineer","1989-10-12","9999-01-01"
83544,"Leaf","Baak","d007","Senior Staff","1994-09-05","9999-01-01"
83544,"Leaf","Baak","d007","Staff","1994-09-05","9999-01-01"
83714,"Ohad","Kilgore","d009","Engineer","2000-10-10","9999-01-01"
83714,"Ohad","Kilgore","d009","Senior Engineer","2000-10-10","9999-01-01"
83805,"Manohar","Harllee","d005","Senior Engineer","1987-03-11","9999-01-01"
83941,"Zsolt","Hagimont","d008","Senior Staff","1996-10-08","9999-01-01"
83941,"Zsolt","Hagimont","d008","Staff","1996-10-08","9999-01-01"
84029,"Babette","Eugenio","d009","Staff","1997-09-21","9999-01-01"
84179,"Shuichi","Nanard","d004","Senior Engineer","1989-03-14","9999-01-01"
84236,"Eberhardt","Barriga","d007","Senior Staff","1987-06-04","9999-01-01"
84236,"Eberhardt","Barriga","d007","Staff","1987-06-04","9999-01-01"
84315,"Kristina","Baumann","d005","Assistant Engineer","1996-09-26","9999-01-01"
84451,"Shiv","Aumann","d005","Senior Engineer","1998-06-14","9999-01-01"
84508,"Tommaso","Vidya","d005","Engineer","1998-05-02","9999-01-01"
84840,"Sverrir","Neimat","d008","Staff","1996-11-03","9999-01-01"
84922,"Parke","Unno","d005","Engineer","1996-07-01","9999-01-01"
84942,"Shin","Fujisaki","d006","Technique Leader","1988-02-23","9999-01-01"
85216,"Ferdinand","Rosiles","d002","Senior Staff","1997-07-08","9999-01-01"
85288,"Younwoo","Luders","d006","Engineer","1998-12-08","9999-01-01"
85288,"Younwoo","Luders","d006","Senior Engineer","1998-12-08","9999-01-01"
85414,"Chiradeep","Callaway","d002","Staff","1999-07-30","9999-01-01"
85445,"Yongdong","Pollock","d007","Staff","1998-03-17","9999-01-01"
85702,"Udi","Merks","d006","Engineer","1997-08-15","9999-01-01"
85874,"Pasqua","Taubman","d009","Senior Staff","1986-06-23","9999-01-01"
86213,"Kristine","Clemencon","d001","Senior Staff","1993-06-01","9999-01-01"
86213,"Kristine","Clemencon","d001","Staff","1993-06-01","9999-01-01"
86354,"Ronghao","Segond","d005","Senior Engineer","1993-09-13","9999-01-01"
86422,"Jaewon","Thummel","d001","Senior Staff","1985-09-14","9999-01-01"
86422,"Jaewon","Thummel","d001","Staff","1985-09-14","9999-01-01"
86546,"Oldrich","Woycyznski","d004","Engineer","1985-05-15","9999-01-01"
86546,"Oldrich","Woycyznski","d004","Senior Engineer","1985-05-15","9999-01-01"
86655,"Zhenhua","Lorys","d004","Engineer","1995-08-21","9999-01-01"
86672,"JoAnne","Anido","d008","Staff","1995-09-15","9999-01-01"
87129,"Keung","Neiman","d007","Staff","1997-04-13","9999-01-01"
87353,"Quingbo","Coombs","d005","Senior Engineer","1999-01-17","9999-01-01"
87714,"Khun","Janetzko","d004","Assistant Engineer","1989-09-13","9999-01-01"
87714,"Khun","Janetzko","d004","Engineer","1989-09-13","9999-01-01"
87729,"Yongmin","Roccetti","d008","Senior Staff","1986-12-10","9999-01-01"
87729,"Yongmin","Roccetti","d008","Staff","1986-12-10","9999-01-01"
87783,"Conor","Thorensen","d005","Senior Engineer","1988-02-24","9999-01-01"
88103,"Goo","Bresenham","d007","Senior Staff","1999-01-31","9999-01-01"
88411,"Lena","Cannane","d005","Engineer","2000-01-28","9999-01-01"
88422,"Jungsoon","Birsak","d004","Technique Leader","1985-04-03","9999-01-01"
88647,"Vasiliy","Ratnaker","d005","Engineer","1995-08-09","9999-01-01"
88958,"Vojin","Coombs","d002","Senior Staff","1995-07-23","9999-01-01"
88958,"Vojin","Coombs","d002","Staff","1995-07-23","9999-01-01"
88965,"Mang","Hedayat","d005","Engineer","1995-05-22","9999-01-01"
89048,"Otmar","Birjandi","d005","Engineer","1985-03-23","9999-01-01"
89048,"Otmar","Birjandi","d005","Senior Engineer","1985-03-23","9999-01-01"
89090,"Tetsushi","Theuretzbacher","d003","Senior Staff","1990-02-01","9999-01-01"
89090,"Tetsushi","Theuretzbacher","d003","Staff","1990-02-01","9999-01-01"
89161,"Conal","Yetto","d002","Senior Staff","1991-01-12","9999-01-01"
89161,"Conal","Yetto","d002","Staff","1991-01-12","9999-01-01"
89207,"Along","Erol","d003","Senior Staff","1992-10-16","9999-01-01"
89207,"Along","Erol","d003","Staff","1992-10-16","9999-01-01"
89346,"Mansur","Comyn","d005","Engineer","1999-08-31","9999-01-01"
89590,"Guther","Rothenberg","d008","Senior Staff","1991-08-08","9999-01-01"
89590,"Guther","Rothenberg","d008","Staff","1991-08-08","9999-01-01"
89664,"Pranjal","Rossi","d001","Staff","1998-07-07","9999-01-01"
89680,"Aiman","Mawatari","d004","Engineer","1988-05-01","9999-01-01"
89680,"Aiman","Mawatari","d004","Senior Engineer","1988-05-01","9999-01-01"
89806,"Xiadong","Shinomoto","d004","Engineer","1997-05-24","9999-01-01"
89806,"Xiadong","Shinomoto","d004","Senior Engineer","1997-05-24","9999-01-01"
89922,"Alexius","Ibel","d004","Engineer","1988-04-24","9999-01-01"
89922,"Alexius","Ibel","d004","Senior Engineer","1988-04-24","9999-01-01"
89941,"Arnould","Weedman","d001","Senior Staff","1989-07-28","9999-01-01"
90077,"Vivian","Guerreiro","d005","Assistant Engineer","1991-07-08","9999-01-01"
90077,"Vivian","Guerreiro","d005","Engineer","1991-07-08","9999-01-01"
90084,"Renny","Bale","d004","Engineer","1989-11-22","9999-01-01"
90084,"Renny","Bale","d004","Senior Engineer","1989-11-22","9999-01-01"
90211,"Bader","Denis","d004","Engineer","1997-10-06","9999-01-01"
90292,"Koichi","Assaf","d004","Engineer","1990-05-26","9999-01-01"
90292,"Koichi","Assaf","d004","Senior Engineer","1990-05-26","9999-01-01"
90518,"Fumiko","Chepyzhov","d009","Senior Staff","1988-01-28","9999-01-01"
90518,"Fumiko","Chepyzhov","d009","Staff","1988-01-28","9999-01-01"
90614,"Yonghoan","Trogemann","d004","Assistant Engineer","1988-09-23","9999-01-01"
90614,"Yonghoan","Trogemann","d004","Engineer","1988-09-23","9999-01-01"
90692,"Rajmohan","DasSarma","d001","Senior Staff","1985-09-14","9999-01-01"
90692,"Rajmohan","DasSarma","d001","Staff","1985-09-14","9999-01-01"
91172,"Kazuhisa","Melter","d009","Senior Staff","1987-07-16","9999-01-01"
91172,"Kazuhisa","Melter","d009","Staff","1987-07-16","9999-01-01"
91182,"Lucien","Schwartzburd","d005","Engineer","1988-08-25","9999-01-01"
91182,"Lucien","Schwartzburd","d005","Senior Engineer","1988-08-25","9999-01-01"
91229,"Yahiko","Hebden","d004","Engineer","1996-10-03","9999-01-01"
91229,"Yahiko","Hebden","d004","Senior Engineer","1996-10-03","9999-01-01"
91256,"Gunilla","Milicic","d001","Staff","1998-01-09","9999-01-01"
91333,"Lobel","Stafford","d007","Staff","1998-11-29","9999-01-01"
91415,"Jamaludin","Nilsson","d007","Senior Staff","1987-01-15","9999-01-01"
91415,"Jamaludin","Nilsson","d007","Staff","1987-01-15","9999-01-01"
91648,"Dmitry","Msuda","d001","Senior Staff","1988-10-22","9999-01-01"
91648,"Dmitry","Msuda","d001","Staff","1988-10-22","9999-01-01"
92438,"Aria","Kilgore","d009","Engineer","1992-04-11","9999-01-01"
92438,"Aria","Kilgore","d009","Senior Engineer","1992-04-11","9999-01-01"
92454,"Visit","McFarlan","d006","Engineer","1987-10-22","9999-01-01"
92454,"Visit","McFarlan","d006","Senior Engineer","1987-10-22","9999-01-01"
92577,"Zhanqiu","Farrow","d004","Assistant Engineer","1999-01-10","9999-01-01"
92598,"Ranga","Merro","d004","Assistant Engineer","1996-05-11","9999-01-01"
92685,"Mang","Atchley","d007","Senior Staff","1995-06-07","9999-01-01"
92841,"Claude","Candan","d007","Senior Staff","1993-08-04","9999-01-01"
92846,"Anyuan","Kropatsch","d001","Senior Staff","1986-09-05","9999-01-01"
92846,"Anyuan","Kropatsch","d001","Staff","1986-09-05","9999-01-01"
92920,"Huei","Hutter","d005","Engineer","1993-01-28","9999-01-01"
92920,"Huei","Hutter","d005","Senior Engineer","1993-01-28","9999-01-01"
93040,"Jaques","Kabayashi","d005","Senior Engineer","1992-03-13","9999-01-01"
93220,"Richara","Walston","d006","Senior Engineer","1996-08-27","9999-01-01"
93278,"Magdalena","Penn","d004","Engineer","1997-01-04","9999-01-01"
93278,"Magdalena","Penn","d004","Senior Engineer","1997-01-04","9999-01-01"
93549,"Arie","Coullard","d007","Senior Staff","2000-03-28","9999-01-01"
93549,"Arie","Coullard","d007","Staff","2000-03-28","9999-01-01"
93600,"Kristina","Neimat","d004","Technique Leader","1988-04-18","9999-01-01"
94331,"Ramzi","Cronau","d004","Technique Leader","1999-09-03","9999-01-01"
94416,"Aran","Cesareni","d007","Senior Staff","2001-11-20","9999-01-01"
94761,"Hitofumi","Zaccaria","d005","Engineer","1988-11-22","9999-01-01"
94761,"Hitofumi","Zaccaria","d005","Senior Engineer","1988-11-22","9999-01-01"
94944,"Heping","Matheson","d005","Engineer","1988-06-24","9999-01-01"
94944,"Heping","Matheson","d005","Senior Engineer","1988-06-24","9999-01-01"
95181,"Yishai","Cappelli","d008","Staff","1997-01-30","9999-01-01"
95286,"Kristin","Guerreiro","d005","Engineer","1989-08-23","9999-01-01"
95286,"Kristin","Guerreiro","d005","Senior Engineer","1989-08-23","9999-01-01"
95314,"Rasiah","Koblick","d007","Senior Staff","1991-08-21","9999-01-01"
95314,"Rasiah","Koblick","d007","Staff","1991-08-21","9999-01-01"
95406,"Alair","Lyonns","d005","Engineer","1997-07-12","9999-01-01"
95416,"Gianluca","Ramaiah","d005","Engineer","1993-11-29","9999-01-01"
95509,"Kristinn","Loncour","d004","Engineer","1995-02-08","9999-01-01"
95920,"Nobuyoshi","Hegner","d002","Senior Staff","1994-09-07","9999-01-01"
95920,"Nobuyoshi","Hegner","d002","Staff","1994-09-07","9999-01-01"
96571,"Kokou","Garrabrants","d004","Senior Engineer","1997-11-05","9999-01-01"
96579,"Mohan","Tasistro","d004","Engineer","1996-02-10","9999-01-01"
96767,"Arumugam","Vecchio","d004","Engineer","1985-08-14","9999-01-01"
96767,"Arumugam","Vecchio","d004","Senior Engineer","1985-08-14","9999-01-01"
97018,"Jeanna","Chinen","d004","Engineer","1989-01-01","9999-01-01"
97018,"Jeanna","Chinen","d004","Senior Engineer","1989-01-01","9999-01-01"
97623,"Haldon","Janetzko","d003","Senior Staff","1990-09-11","9999-01-01"
97623,"Haldon","Janetzko","d003","Staff","1990-09-11","9999-01-01"
97661,"Avishai","Hegner","d008","Senior Staff","1993-05-08","9999-01-01"
97661,"Avishai","Hegner","d008","Staff","1993-05-08","9999-01-01"
98288,"Sumali","Huttel","d008","Senior Staff","1989-09-12","9999-01-01"
98288,"Sumali","Huttel","d008","Staff","1989-09-12","9999-01-01"
98306,"Ziya","Kadhim","d004","Senior Engineer","1999-06-24","9999-01-01"
98639,"Florina","Assaf","d008","Staff","1996-05-18","9999-01-01"
99057,"Shugo","Reeken","d009","Staff","1999-06-21","9999-01-01"
99373,"Xiaobin","Christianini","d009","Senior Staff","1985-12-25","9999-01-01"
99373,"Xiaobin","Christianini","d009","Staff","1985-12-25","9999-01-01"
99377,"Carrsten","Francisci","d005","Senior Engineer","1991-06-16","9999-01-01"
99590,"Dhritiman","Anily","d007","Staff","1998-12-16","9999-01-01"
99654,"Mahendra","Motley","d008","Senior Staff","1985-09-28","9999-01-01"
99654,"Mahendra","Motley","d008","Staff","1985-09-28","9999-01-01"
100865,"Hisao","Peral","d004","Engineer","1990-10-03","9999-01-01"
100865,"Hisao","Peral","d004","Senior Engineer","1990-10-03","9999-01-01"
100916,"Heejo","Aamodt","d005","Engineer","1992-04-22","9999-01-01"
100916,"Heejo","Aamodt","d005","Senior Engineer","1992-04-22","9999-01-01"
101487,"Abdelaziz","Sury","d007","Senior Staff","1991-01-31","9999-01-01"
101487,"Abdelaziz","Sury","d007","Staff","1991-01-31","9999-01-01"
101647,"Mori","Homond","d007","Senior Staff","1994-05-10","9999-01-01"
101647,"Mori","Homond","d007","Staff","1994-05-10","9999-01-01"
101902,"Mantis","Millington","d007","Senior Staff","1991-03-18","9999-01-01"
101902,"Mantis","Millington","d007","Staff","1991-03-18","9999-01-01"
102620,"Adin","Templeman","d006","Engineer","1999-08-12","9999-01-01"
103196,"Djenana","Albarhamtoshy","d003","Senior Staff","1988-07-16","9999-01-01"
103196,"Djenana","Albarhamtoshy","d003","Staff","1988-07-16","9999-01-01"
103310,"Visit","Swen","d001","Senior Staff","1995-10-02","9999-01-01"
103310,"Visit","Swen","d001","Staff","1995-10-02","9999-01-01"
103316,"Susanne","Peternell","d005","Engineer","1994-07-27","9999-01-01"
103316,"Susanne","Peternell","d005","Senior Engineer","1994-07-27","9999-01-01"
103342,"Beshir","Hellwagner","d006","Engineer","1998-02-03","9999-01-01"
103756,"Heping","Halloran","d005","Assistant Engineer","1992-04-08","9999-01-01"
103756,"Heping","Halloran","d005","Engineer","1992-04-08","9999-01-01"
104133,"Pranjal","Zyda","d007","Senior Staff","1991-07-03","9999-01-01"
104133,"Pranjal","Zyda","d007","Staff","1991-07-03","9999-01-01"
104845,"Werner","Lodder","d002","Senior Staff","1992-06-17","9999-01-01"
104845,"Werner","Lodder","d002","Staff","1992-06-17","9999-01-01"
104988,"Parviz","Litzler","d005","Engineer","1992-08-08","9999-01-01"
104988,"Parviz","Litzler","d005","Senior Engineer","1992-08-08","9999-01-01"
